Time (Unix),Time (yyyy-mm-dd hh:mm:ss),Value
1718986260,2024-06-21 16:11:00,0.020532757
1718986320,2024-06-21 16:12:00,0.017022696
1718986380,2024-06-21 16:13:00,0.015905437
1718986440,2024-06-21 16:14:00,0.003162224
1718986500,2024-06-21 16:15:00,-0.008732455
1718986560,2024-06-21 16:16:00,-0.013548715
1718986620,2024-06-21 16:17:00,-0.01678483
1718986680,2024-06-21 16:18:00,-0.013544922
1718986740,2024-06-21 16:19:00,-0.00606585
1718986800,2024-06-21 16:20:00,0.015019644
1718986860,2024-06-21 16:21:00,0.035357057
1718986920,2024-06-21 16:22:00,0.033066916
1718986980,2024-06-21 16:23:00,0.023588692
1718987040,2024-06-21 16:24:00,0.023504173
1718987100,2024-06-21 16:25:00,0.025930215
1718987160,2024-06-21 16:26:00,0.022350273
1718987220,2024-06-21 16:27:00,0.018493051
1718987280,2024-06-21 16:28:00,0.015260264
1718987340,2024-06-21 16:29:00,0.026641296
1718987400,2024-06-21 16:30:00,0.060255025
1718987460,2024-06-21 16:31:00,0.087898203
1718987520,2024-06-21 16:32:00,0.09459416
1718987580,2024-06-21 16:33:00,0.100357726
1718987640,2024-06-21 16:34:00,0.100969548
1718987700,2024-06-21 16:35:00,0.095870896
1718987760,2024-06-21 16:36:00,0.098992226
1718987820,2024-06-21 16:37:00,0.103277118
1718987880,2024-06-21 16:38:00,0.099689758
1718987940,2024-06-21 16:39:00,0.096716302
1718988000,2024-06-21 16:40:00,0.102865119
1718988060,2024-06-21 16:41:00,0.098533107
1718988120,2024-06-21 16:42:00,0.101084003
1718988180,2024-06-21 16:43:00,0.110011525
1718988240,2024-06-21 16:44:00,0.106187658
1718988300,2024-06-21 16:45:00,0.094403287
1718988360,2024-06-21 16:46:00,0.092909512
1718988420,2024-06-21 16:47:00,0.082264422
1718988480,2024-06-21 16:48:00,0.067801582
1718988540,2024-06-21 16:49:00,0.044928397
1718988600,2024-06-21 16:50:00,0.018526576
1718988660,2024-06-21 16:51:00,-0.00477088
1718988720,2024-06-21 16:52:00,-0.018980899
1718988780,2024-06-21 16:53:00,-0.005567315
1718988840,2024-06-21 16:54:00,0.002269167
1718988900,2024-06-21 16:55:00,0.003540835
1718988960,2024-06-21 16:56:00,0.000109341
1718989020,2024-06-21 16:57:00,-0.003545639
1718989080,2024-06-21 16:58:00,-0.014577369
1718989140,2024-06-21 16:59:00,-0.02504864
1718989200,2024-06-21 17:00:00,-0.043417316
1718989260,2024-06-21 17:01:00,-0.069598844
1718989320,2024-06-21 17:02:00,-0.07416957
1718989380,2024-06-21 17:03:00,-0.085672338
1718989440,2024-06-21 17:04:00,-0.085730947
1718989500,2024-06-21 17:05:00,-0.092617539
1718989560,2024-06-21 17:06:00,-0.09357521
1718989620,2024-06-21 17:07:00,-0.105942898
1718989680,2024-06-21 17:08:00,-0.122035613
1718989740,2024-06-21 17:09:00,-0.11204175
1718989800,2024-06-21 17:10:00,-0.093035256
1718989860,2024-06-21 17:11:00,-0.095830336
1718989920,2024-06-21 17:12:00,-0.104506477
1718989980,2024-06-21 17:13:00,-0.116064064
1718990040,2024-06-21 17:14:00,-0.131007883
1718990100,2024-06-21 17:15:00,-0.138431012
1718990160,2024-06-21 17:16:00,-0.133096643
1718990220,2024-06-21 17:17:00,-0.139366336
1718990280,2024-06-21 17:18:00,-0.151465196
1718990340,2024-06-21 17:19:00,-0.174502592
1718990400,2024-06-21 17:20:00,-0.202401377
1718990460,2024-06-21 17:21:00,-0.208790437
1718990520,2024-06-21 17:22:00,-0.214216733
1718990580,2024-06-21 17:23:00,-0.223198399
1718990640,2024-06-21 17:24:00,-0.242050719
1718990700,2024-06-21 17:25:00,-0.258051246
1718990760,2024-06-21 17:26:00,-0.257276147
1718990820,2024-06-21 17:27:00,-0.258124417
1718990880,2024-06-21 17:28:00,-0.251459964
1718990940,2024-06-21 17:29:00,-0.247361489
1718991000,2024-06-21 17:30:00,-0.239736058
1718991060,2024-06-21 17:31:00,-0.246186377
1718991120,2024-06-21 17:32:00,-0.250021968
1718991180,2024-06-21 17:33:00,-0.249388063
1718991240,2024-06-21 17:34:00,-0.252830012
1718991300,2024-06-21 17:35:00,-0.260287607
1718991360,2024-06-21 17:36:00,-0.256718628
1718991420,2024-06-21 17:37:00,-0.247008246
1718991480,2024-06-21 17:38:00,-0.239377512
1718991540,2024-06-21 17:39:00,-0.225485882
1718991600,2024-06-21 17:40:00,-0.21842223
1718991660,2024-06-21 17:41:00,-0.202812563
1718991720,2024-06-21 17:42:00,-0.196647581
1718991780,2024-06-21 17:43:00,-0.189568492
1718991840,2024-06-21 17:44:00,-0.171499479
1718991900,2024-06-21 17:45:00,-0.152548549
1718991960,2024-06-21 17:46:00,-0.134813791
1718992020,2024-06-21 17:47:00,-0.113000932
1718992080,2024-06-21 17:48:00,-0.090148111
1718992140,2024-06-21 17:49:00,-0.078483387
1718992200,2024-06-21 17:50:00,-0.063264776
1718992260,2024-06-21 17:51:00,-0.041047747
1718992320,2024-06-21 17:52:00,-0.027241838
1718992380,2024-06-21 17:53:00,-0.010450977
1718992440,2024-06-21 17:54:00,0.001626775
1718992500,2024-06-21 17:55:00,0.001897073
1718992560,2024-06-21 17:56:00,-0.008682005
1718992620,2024-06-21 17:57:00,-0.012643596
1718992680,2024-06-21 17:58:00,-0.01829164
1718992740,2024-06-21 17:59:00,-0.02914533
1718992800,2024-06-21 18:00:00,-0.038202263
1718992860,2024-06-21 18:01:00,-0.040866216
1718992920,2024-06-21 18:02:00,-0.034518416
1718992980,2024-06-21 18:03:00,-0.043510671
1718993040,2024-06-21 18:04:00,-0.052134111
1718993100,2024-06-21 18:05:00,-0.066991403
1718993160,2024-06-21 18:06:00,-0.066620433
1718993220,2024-06-21 18:07:00,-0.069000779
1718993280,2024-06-21 18:08:00,-0.058831526
1718993340,2024-06-21 18:09:00,-0.04413104
1718993400,2024-06-21 18:10:00,-0.028520904
1718993460,2024-06-21 18:11:00,-0.013173692
1718993520,2024-06-21 18:12:00,0.014955019
1718993580,2024-06-21 18:13:00,0.034030734
1718993640,2024-06-21 18:14:00,0.048987139
1718993700,2024-06-21 18:15:00,0.063337746
1718993760,2024-06-21 18:16:00,0.083112863
1718993820,2024-06-21 18:17:00,0.09638268
1718993880,2024-06-21 18:18:00,0.113634158
1718993940,2024-06-21 18:19:00,0.128671252
1718994000,2024-06-21 18:20:00,0.13778953
1718994060,2024-06-21 18:21:00,0.146155252
1718994120,2024-06-21 18:22:00,0.150645146
1718994180,2024-06-21 18:23:00,0.14845751
1718994240,2024-06-21 18:24:00,0.153036913
1718994300,2024-06-21 18:25:00,0.160201551
1718994360,2024-06-21 18:26:00,0.16065474
1718994420,2024-06-21 18:27:00,0.160854194
1718994480,2024-06-21 18:28:00,0.157222948
1718994540,2024-06-21 18:29:00,0.150360599
1718994600,2024-06-21 18:30:00,0.141387983
1718994660,2024-06-21 18:31:00,0.134980515
1718994720,2024-06-21 18:32:00,0.122997678
1718994780,2024-06-21 18:33:00,0.10941571
1718994840,2024-06-21 18:34:00,0.091385214
1718994900,2024-06-21 18:35:00,0.076775734
1718994960,2024-06-21 18:36:00,0.066448926
1718995020,2024-06-21 18:37:00,0.048020242
1718995080,2024-06-21 18:38:00,0.042694974
1718995140,2024-06-21 18:39:00,0.041147314
1718995200,2024-06-21 18:40:00,0.03467952
1718995260,2024-06-21 18:41:00,0.031610114
1718995320,2024-06-21 18:42:00,0.024058755
1718995380,2024-06-21 18:43:00,0.022654599
1718995440,2024-06-21 18:44:00,0.02033904
1718995500,2024-06-21 18:45:00,0.022042359
1718995560,2024-06-21 18:46:00,0.013265844
1718995620,2024-06-21 18:47:00,0.006996315
1718995680,2024-06-21 18:48:00,-0.00045242
1718995740,2024-06-21 18:49:00,-0.002302541
1718995800,2024-06-21 18:50:00,-0.004124686
1718995860,2024-06-21 18:51:00,-0.001915545
1718995920,2024-06-21 18:52:00,-0.001758348
1718995980,2024-06-21 18:53:00,-0.009592357
1718996040,2024-06-21 18:54:00,-0.026788891
1718996100,2024-06-21 18:55:00,-0.038369208
1718996160,2024-06-21 18:56:00,-0.059122228
1718996220,2024-06-21 18:57:00,-0.082485738
1718996280,2024-06-21 18:58:00,-0.087924547
1718996340,2024-06-21 18:59:00,-0.089588292
1718996400,2024-06-21 19:00:00,-0.097050333
1718996460,2024-06-21 19:01:00,-0.110334265
1718996520,2024-06-21 19:02:00,-0.09820932
1718996580,2024-06-21 19:03:00,-0.085971152
1718996640,2024-06-21 19:04:00,-0.076990579
1718996700,2024-06-21 19:05:00,-0.05711132
1718996760,2024-06-21 19:06:00,-0.044874165
1718996820,2024-06-21 19:07:00,-0.038708028
1718996880,2024-06-21 19:08:00,-0.028864951
1718996940,2024-06-21 19:09:00,-0.019069208
1718997000,2024-06-21 19:10:00,-0.010379446
1718997060,2024-06-21 19:11:00,0.00053566
1718997120,2024-06-21 19:12:00,0.007485835
1718997180,2024-06-21 19:13:00,0.010452658
1718997240,2024-06-21 19:14:00,0.008677346
1718997300,2024-06-21 19:15:00,0.011168172
1718997360,2024-06-21 19:16:00,0.016302943
1718997420,2024-06-21 19:17:00,0.016829582
1718997480,2024-06-21 19:18:00,0.013069773
1718997540,2024-06-21 19:19:00,0.009695909
1718997600,2024-06-21 19:20:00,0.002426973
1718997660,2024-06-21 19:21:00,-0.003295719
1718997720,2024-06-21 19:22:00,0.00290782
1718997780,2024-06-21 19:23:00,0.00666606
1718997840,2024-06-21 19:24:00,0.017902674
1718997900,2024-06-21 19:25:00,0.022912527
1718997960,2024-06-21 19:26:00,0.020992468
1718998020,2024-06-21 19:27:00,0.029595357
1718998080,2024-06-21 19:28:00,0.04160622
1718998140,2024-06-21 19:29:00,0.050941156
1718998200,2024-06-21 19:30:00,0.054882303
1718998260,2024-06-21 19:31:00,0.050962891
1718998320,2024-06-21 19:32:00,0.040275456
1718998380,2024-06-21 19:33:00,0.043664212
1718998440,2024-06-21 19:34:00,0.052618203
1718998500,2024-06-21 19:35:00,0.056624684
1718998560,2024-06-21 19:36:00,0.068212387
1718998620,2024-06-21 19:37:00,0.075396913
1718998680,2024-06-21 19:38:00,0.089739241
1718998740,2024-06-21 19:39:00,0.098365973
1718998800,2024-06-21 19:40:00,0.108782177
1718998860,2024-06-21 19:41:00,0.115703338
1718998920,2024-06-21 19:42:00,0.122998226
1718998980,2024-06-21 19:43:00,0.129705068
1718999040,2024-06-21 19:44:00,0.133082735
1718999100,2024-06-21 19:45:00,0.133430677
1718999160,2024-06-21 19:46:00,0.107828287
1718999220,2024-06-21 19:47:00,0.072987346
1718999280,2024-06-21 19:48:00,0.03688134
1718999340,2024-06-21 19:49:00,0.00019565
1718999400,2024-06-21 19:50:00,0.026493806
1718999460,2024-06-21 19:51:00,0.081895566
1718999520,2024-06-21 19:52:00,0.121975058
1718999580,2024-06-21 19:53:00,0.151898591
1718999640,2024-06-21 19:54:00,0.184070036
1718999700,2024-06-21 19:55:00,0.264214957
1718999760,2024-06-21 19:56:00,0.308041149
1718999820,2024-06-21 19:57:00,0.316930147
1718999880,2024-06-21 19:58:00,0.309513491
1718999940,2024-06-21 19:59:00,0.30855157
1719235800,2024-06-24 13:30:00,0.510101613
1719235860,2024-06-24 13:31:00,0.686919436
1719235920,2024-06-24 13:32:00,0.865008391
1719235980,2024-06-24 13:33:00,1.019887107
1719236040,2024-06-24 13:34:00,1.092514168
1719236100,2024-06-24 13:35:00,1.176452587
1719236160,2024-06-24 13:36:00,1.268296618
1719236220,2024-06-24 13:37:00,1.308649672
1719236280,2024-06-24 13:38:00,1.289462468
1719236340,2024-06-24 13:39:00,1.301208533
1719236400,2024-06-24 13:40:00,1.341052789
1719236460,2024-06-24 13:41:00,1.372143841
1719236520,2024-06-24 13:42:00,1.34097992
1719236580,2024-06-24 13:43:00,1.289316109
1719236640,2024-06-24 13:44:00,1.2512967
1719236700,2024-06-24 13:45:00,1.199671274
1719236760,2024-06-24 13:46:00,1.182247693
1719236820,2024-06-24 13:47:00,1.168685084
1719236880,2024-06-24 13:48:00,1.101288909
1719236940,2024-06-24 13:49:00,1.03152394
1719237000,2024-06-24 13:50:00,0.94755966
1719237060,2024-06-24 13:51:00,0.893983548
1719237120,2024-06-24 13:52:00,0.870665698
1719237180,2024-06-24 13:53:00,0.842538429
1719237240,2024-06-24 13:54:00,0.83117788
1719237300,2024-06-24 13:55:00,0.767334967
1719237360,2024-06-24 13:56:00,0.674667899
1719237420,2024-06-24 13:57:00,0.653408311
1719237480,2024-06-24 13:58:00,0.643265804
1719237540,2024-06-24 13:59:00,0.600467364
1719237600,2024-06-24 14:00:00,0.560100866
1719237660,2024-06-24 14:01:00,0.540431378
1719237720,2024-06-24 14:02:00,0.535215325
1719237780,2024-06-24 14:03:00,0.50149659
1719237840,2024-06-24 14:04:00,0.467369415
1719237900,2024-06-24 14:05:00,0.406986364
1719237960,2024-06-24 14:06:00,0.308117748
1719238020,2024-06-24 14:07:00,0.187163501
1719238080,2024-06-24 14:08:00,0.067084094
1719238140,2024-06-24 14:09:00,-0.015785915
1719238200,2024-06-24 14:10:00,-0.07974292
1719238260,2024-06-24 14:11:00,-0.117344074
1719238320,2024-06-24 14:12:00,-0.153076669
1719238380,2024-06-24 14:13:00,-0.187297059
1719238440,2024-06-24 14:14:00,-0.236311928
1719238500,2024-06-24 14:15:00,-0.317897801
1719238560,2024-06-24 14:16:00,-0.387760262
1719238620,2024-06-24 14:17:00,-0.423079736
1719238680,2024-06-24 14:18:00,-0.435001493
1719238740,2024-06-24 14:19:00,-0.437246727
1719238800,2024-06-24 14:20:00,-0.43129474
1719238860,2024-06-24 14:21:00,-0.446948371
1719238920,2024-06-24 14:22:00,-0.439744255
1719238980,2024-06-24 14:23:00,-0.42269893
1719239040,2024-06-24 14:24:00,-0.434936365
1719239100,2024-06-24 14:25:00,-0.458617133
1719239160,2024-06-24 14:26:00,-0.463966826
1719239220,2024-06-24 14:27:00,-0.500363688
1719239280,2024-06-24 14:28:00,-0.570243125
1719239340,2024-06-24 14:29:00,-0.618493474
1719239400,2024-06-24 14:30:00,-0.617339263
1719239460,2024-06-24 14:31:00,-0.612590645
1719239520,2024-06-24 14:32:00,-0.585703373
1719239580,2024-06-24 14:33:00,-0.561784247
1719239640,2024-06-24 14:34:00,-0.547475139
1719239700,2024-06-24 14:35:00,-0.524776264
1719239760,2024-06-24 14:36:00,-0.506197074
1719239820,2024-06-24 14:37:00,-0.458757571
1719239880,2024-06-24 14:38:00,-0.415556165
1719239940,2024-06-24 14:39:00,-0.38016411
1719240000,2024-06-24 14:40:00,-0.368045957
1719240060,2024-06-24 14:41:00,-0.411633775
1719240120,2024-06-24 14:42:00,-0.498688233
1719240180,2024-06-24 14:43:00,-0.569985165
1719240240,2024-06-24 14:44:00,-0.599007147
1719240300,2024-06-24 14:45:00,-0.593021439
1719240360,2024-06-24 14:46:00,-0.577154329
1719240420,2024-06-24 14:47:00,-0.566114806
1719240480,2024-06-24 14:48:00,-0.555218146
1719240540,2024-06-24 14:49:00,-0.5413348
1719240600,2024-06-24 14:50:00,-0.521089617
1719240660,2024-06-24 14:51:00,-0.526340375
1719240720,2024-06-24 14:52:00,-0.538894783
1719240780,2024-06-24 14:53:00,-0.533016956
1719240840,2024-06-24 14:54:00,-0.508776301
1719240900,2024-06-24 14:55:00,-0.463229619
1719240960,2024-06-24 14:56:00,-0.425472764
1719241020,2024-06-24 14:57:00,-0.381852746
1719241080,2024-06-24 14:58:00,-0.30864102
1719241140,2024-06-24 14:59:00,-0.247652448
1719241200,2024-06-24 15:00:00,-0.178013511
1719241260,2024-06-24 15:01:00,-0.131794816
1719241320,2024-06-24 15:02:00,-0.115620114
1719241380,2024-06-24 15:03:00,-0.089736002
1719241440,2024-06-24 15:04:00,-0.061980233
1719241500,2024-06-24 15:05:00,-0.039001437
1719241560,2024-06-24 15:06:00,-0.010701794
1719241620,2024-06-24 15:07:00,0.022752363
1719241680,2024-06-24 15:08:00,0.061291632
1719241740,2024-06-24 15:09:00,0.115684602
1719241800,2024-06-24 15:10:00,0.176932832
1719241860,2024-06-24 15:11:00,0.198173663
1719241920,2024-06-24 15:12:00,0.231319343
1719241980,2024-06-24 15:13:00,0.272584827
1719242040,2024-06-24 15:14:00,0.325261946
1719242100,2024-06-24 15:15:00,0.359731347
1719242160,2024-06-24 15:16:00,0.363875393
1719242220,2024-06-24 15:17:00,0.369357191
1719242280,2024-06-24 15:18:00,0.386075326
1719242340,2024-06-24 15:19:00,0.407258192
1719242400,2024-06-24 15:20:00,0.405181427
1719242460,2024-06-24 15:21:00,0.405693575
1719242520,2024-06-24 15:22:00,0.400370687
1719242580,2024-06-24 15:23:00,0.382065054
1719242640,2024-06-24 15:24:00,0.354586111
1719242700,2024-06-24 15:25:00,0.302691371
1719242760,2024-06-24 15:26:00,0.242637185
1719242820,2024-06-24 15:27:00,0.187508269
1719242880,2024-06-24 15:28:00,0.171024835
1719242940,2024-06-24 15:29:00,0.142201349
1719243000,2024-06-24 15:30:00,0.121189201
1719243060,2024-06-24 15:31:00,0.088787214
1719243120,2024-06-24 15:32:00,0.065779535
1719243180,2024-06-24 15:33:00,0.071733296
1719243240,2024-06-24 15:34:00,0.076378171
1719243300,2024-06-24 15:35:00,0.093505885
1719243360,2024-06-24 15:36:00,0.082693629
1719243420,2024-06-24 15:37:00,0.079805467
1719243480,2024-06-24 15:38:00,0.087195021
1719243540,2024-06-24 15:39:00,0.091687748
1719243600,2024-06-24 15:40:00,0.089775352
1719243660,2024-06-24 15:41:00,0.088458514
1719243720,2024-06-24 15:42:00,0.087208472
1719243780,2024-06-24 15:43:00,0.06888199
1719243840,2024-06-24 15:44:00,0.052542073
1719243900,2024-06-24 15:45:00,0.048714024
1719243960,2024-06-24 15:46:00,0.077866247
1719244020,2024-06-24 15:47:00,0.093836038
1719244080,2024-06-24 15:48:00,0.107280904
1719244140,2024-06-24 15:49:00,0.12615673
1719244200,2024-06-24 15:50:00,0.121957941
1719244260,2024-06-24 15:51:00,0.107091562
1719244320,2024-06-24 15:52:00,0.10839122
1719244380,2024-06-24 15:53:00,0.103395895
1719244440,2024-06-24 15:54:00,0.09406798
1719244500,2024-06-24 15:55:00,0.07238978
1719244560,2024-06-24 15:56:00,0.044361676
1719244620,2024-06-24 15:57:00,0.028908756
1719244680,2024-06-24 15:58:00,0.010090556
1719244740,2024-06-24 15:59:00,-0.013008496
1719244800,2024-06-24 16:00:00,-0.015537856
1719244860,2024-06-24 16:01:00,-0.02050943
1719244920,2024-06-24 16:02:00,-0.003454003
1719244980,2024-06-24 16:03:00,0.015531918
1719245040,2024-06-24 16:04:00,0.025443601
1719245100,2024-06-24 16:05:00,0.008987585
1719245160,2024-06-24 16:06:00,-0.012782656
1719245220,2024-06-24 16:07:00,-0.008553841
1719245280,2024-06-24 16:08:00,0.014400973
1719245340,2024-06-24 16:09:00,0.024236215
1719245400,2024-06-24 16:10:00,0.035662274
1719245460,2024-06-24 16:11:00,0.025062607
1719245520,2024-06-24 16:12:00,0.012866714
1719245580,2024-06-24 16:13:00,0.014747803
1719245640,2024-06-24 16:14:00,0.008180021
1719245700,2024-06-24 16:15:00,0.012011188
1719245760,2024-06-24 16:16:00,0.006898727
1719245820,2024-06-24 16:17:00,0.01441348
1719245880,2024-06-24 16:18:00,0.033666196
1719245940,2024-06-24 16:19:00,0.033999621
1719246000,2024-06-24 16:20:00,0.041866553
1719246060,2024-06-24 16:21:00,0.053137038
1719246120,2024-06-24 16:22:00,0.063236284
1719246180,2024-06-24 16:23:00,0.060169467
1719246240,2024-06-24 16:24:00,0.060670742
1719246300,2024-06-24 16:25:00,0.057978912
1719246360,2024-06-24 16:26:00,0.061590967
1719246420,2024-06-24 16:27:00,0.060081426
1719246480,2024-06-24 16:28:00,0.049885843
1719246540,2024-06-24 16:29:00,0.04930656
1719246600,2024-06-24 16:30:00,0.045099924
1719246660,2024-06-24 16:31:00,0.038099284
1719246720,2024-06-24 16:32:00,0.035371155
1719246780,2024-06-24 16:33:00,0.016078506
1719246840,2024-06-24 16:34:00,0.004768555
1719246900,2024-06-24 16:35:00,0.009422371
1719246960,2024-06-24 16:36:00,-0.002203526
1719247020,2024-06-24 16:37:00,-0.008088164
1719247080,2024-06-24 16:38:00,-0.012303328
1719247140,2024-06-24 16:39:00,-0.016678134
1719247200,2024-06-24 16:40:00,-0.013430154
1719247260,2024-06-24 16:41:00,-0.032270852
1719247320,2024-06-24 16:42:00,-0.057026717
1719247380,2024-06-24 16:43:00,-0.062586135
1719247440,2024-06-24 16:44:00,-0.08500692
1719247500,2024-06-24 16:45:00,-0.100296061
1719247560,2024-06-24 16:46:00,-0.118821785
1719247620,2024-06-24 16:47:00,-0.141562774
1719247680,2024-06-24 16:48:00,-0.155612691
1719247740,2024-06-24 16:49:00,-0.155027154
1719247800,2024-06-24 16:50:00,-0.152801708
1719247860,2024-06-24 16:51:00,-0.155698562
1719247920,2024-06-24 16:52:00,-0.178530016
1719247980,2024-06-24 16:53:00,-0.204753748
1719248040,2024-06-24 16:54:00,-0.243706772
1719248100,2024-06-24 16:55:00,-0.263790118
1719248160,2024-06-24 16:56:00,-0.270615644
1719248220,2024-06-24 16:57:00,-0.271283898
1719248280,2024-06-24 16:58:00,-0.291036132
1719248340,2024-06-24 16:59:00,-0.285262115
1719248400,2024-06-24 17:00:00,-0.26592051
1719248460,2024-06-24 17:01:00,-0.247201925
1719248520,2024-06-24 17:02:00,-0.243009279
1719248580,2024-06-24 17:03:00,-0.225228611
1719248640,2024-06-24 17:04:00,-0.20770212
1719248700,2024-06-24 17:05:00,-0.19798533
1719248760,2024-06-24 17:06:00,-0.190509379
1719248820,2024-06-24 17:07:00,-0.172110735
1719248880,2024-06-24 17:08:00,-0.199609111
1719248940,2024-06-24 17:09:00,-0.221271838
1719249000,2024-06-24 17:10:00,-0.236520164
1719249060,2024-06-24 17:11:00,-0.235799962
1719249120,2024-06-24 17:12:00,-0.241730288
1719249180,2024-06-24 17:13:00,-0.249181908
1719249240,2024-06-24 17:14:00,-0.260947343
1719249300,2024-06-24 17:15:00,-0.241680407
1719249360,2024-06-24 17:16:00,-0.23061964
1719249420,2024-06-24 17:17:00,-0.214651009
1719249480,2024-06-24 17:18:00,-0.188134834
1719249540,2024-06-24 17:19:00,-0.175458801
1719249600,2024-06-24 17:20:00,-0.166391724
1719249660,2024-06-24 17:21:00,-0.164108495
1719249720,2024-06-24 17:22:00,-0.160449459
1719249780,2024-06-24 17:23:00,-0.157317741
1719249840,2024-06-24 17:24:00,-0.161878159
1719249900,2024-06-24 17:25:00,-0.162018906
1719249960,2024-06-24 17:26:00,-0.153893065
1719250020,2024-06-24 17:27:00,-0.141943839
1719250080,2024-06-24 17:28:00,-0.137569444
1719250140,2024-06-24 17:29:00,-0.138174468
1719250200,2024-06-24 17:30:00,-0.148640804
1719250260,2024-06-24 17:31:00,-0.161528779
1719250320,2024-06-24 17:32:00,-0.171372876
1719250380,2024-06-24 17:33:00,-0.178735939
1719250440,2024-06-24 17:34:00,-0.187094624
1719250500,2024-06-24 17:35:00,-0.173323285
1719250560,2024-06-24 17:36:00,-0.164946044
1719250620,2024-06-24 17:37:00,-0.144936001
1719250680,2024-06-24 17:38:00,-0.119741397
1719250740,2024-06-24 17:39:00,-0.103176492
1719250800,2024-06-24 17:40:00,-0.097933031
1719250860,2024-06-24 17:41:00,-0.091121395
1719250920,2024-06-24 17:42:00,-0.085535967
1719250980,2024-06-24 17:43:00,-0.080982872
1719251040,2024-06-24 17:44:00,-0.066122379
1719251100,2024-06-24 17:45:00,-0.040563619
1719251160,2024-06-24 17:46:00,-0.011405461
1719251220,2024-06-24 17:47:00,0.011936179
1719251280,2024-06-24 17:48:00,0.027558988
1719251340,2024-06-24 17:49:00,0.042221201
1719251400,2024-06-24 17:50:00,0.051560299
1719251460,2024-06-24 17:51:00,0.051110188
1719251520,2024-06-24 17:52:00,0.054123803
1719251580,2024-06-24 17:53:00,0.06067038
1719251640,2024-06-24 17:54:00,0.065929717
1719251700,2024-06-24 17:55:00,0.070718888
1719251760,2024-06-24 17:56:00,0.081602496
1719251820,2024-06-24 17:57:00,0.074258285
1719251880,2024-06-24 17:58:00,0.063270562
1719251940,2024-06-24 17:59:00,0.053542054
1719252000,2024-06-24 18:00:00,0.045349724
1719252060,2024-06-24 18:01:00,0.023217844
1719252120,2024-06-24 18:02:00,0.0032203
1719252180,2024-06-24 18:03:00,-0.012483991
1719252240,2024-06-24 18:04:00,-0.028634259
1719252300,2024-06-24 18:05:00,-0.028197753
1719252360,2024-06-24 18:06:00,-0.041095673
1719252420,2024-06-24 18:07:00,-0.054721159
1719252480,2024-06-24 18:08:00,-0.067891882
1719252540,2024-06-24 18:09:00,-0.072666758
1719252600,2024-06-24 18:10:00,-0.077230928
1719252660,2024-06-24 18:11:00,-0.075938116
1719252720,2024-06-24 18:12:00,-0.07885414
1719252780,2024-06-24 18:13:00,-0.083423057
1719252840,2024-06-24 18:14:00,-0.094826932
1719252900,2024-06-24 18:15:00,-0.108264988
1719252960,2024-06-24 18:16:00,-0.120351614
1719253020,2024-06-24 18:17:00,-0.125912912
1719253080,2024-06-24 18:18:00,-0.132169622
1719253140,2024-06-24 18:19:00,-0.132773374
1719253200,2024-06-24 18:20:00,-0.133328753
1719253260,2024-06-24 18:21:00,-0.128303723
1719253320,2024-06-24 18:22:00,-0.126047603
1719253380,2024-06-24 18:23:00,-0.10609141
1719253440,2024-06-24 18:24:00,-0.091201614
1719253500,2024-06-24 18:25:00,-0.082812154
1719253560,2024-06-24 18:26:00,-0.079387795
1719253620,2024-06-24 18:27:00,-0.065453749
1719253680,2024-06-24 18:28:00,-0.055370337
1719253740,2024-06-24 18:29:00,-0.046033529
1719253800,2024-06-24 18:30:00,-0.036446759
1719253860,2024-06-24 18:31:00,-0.033466278
1719253920,2024-06-24 18:32:00,-0.031547482
1719253980,2024-06-24 18:33:00,-0.030482358
1719254040,2024-06-24 18:34:00,-0.025311877
1719254100,2024-06-24 18:35:00,-0.010115496
1719254160,2024-06-24 18:36:00,0.004602073
1719254220,2024-06-24 18:37:00,0.013312396
1719254280,2024-06-24 18:38:00,0.024500114
1719254340,2024-06-24 18:39:00,0.040022114
1719254400,2024-06-24 18:40:00,0.049884398
1719254460,2024-06-24 18:41:00,0.060082091
1719254520,2024-06-24 18:42:00,0.068216671
1719254580,2024-06-24 18:43:00,0.070988587
1719254640,2024-06-24 18:44:00,0.081126259
1719254700,2024-06-24 18:45:00,0.09532385
1719254760,2024-06-24 18:46:00,0.119321121
1719254820,2024-06-24 18:47:00,0.134768316
1719254880,2024-06-24 18:48:00,0.155713344
1719254940,2024-06-24 18:49:00,0.174321406
1719255000,2024-06-24 18:50:00,0.198089871
1719255060,2024-06-24 18:51:00,0.216847616
1719255120,2024-06-24 18:52:00,0.203609409
1719255180,2024-06-24 18:53:00,0.194044325
1719255240,2024-06-24 18:54:00,0.186732144
1719255300,2024-06-24 18:55:00,0.174886622
1719255360,2024-06-24 18:56:00,0.156433445
1719255420,2024-06-24 18:57:00,0.142586273
1719255480,2024-06-24 18:58:00,0.134101038
1719255540,2024-06-24 18:59:00,0.122733962
1719255600,2024-06-24 19:00:00,0.124395267
1719255660,2024-06-24 19:01:00,0.126664435
1719255720,2024-06-24 19:02:00,0.140615898
1719255780,2024-06-24 19:03:00,0.131149769
1719255840,2024-06-24 19:04:00,0.12104212
1719255900,2024-06-24 19:05:00,0.123709437
1719255960,2024-06-24 19:06:00,0.116412213
1719256020,2024-06-24 19:07:00,0.110166101
1719256080,2024-06-24 19:08:00,0.100028365
1719256140,2024-06-24 19:09:00,0.093338932
1719256200,2024-06-24 19:10:00,0.091820557
